Country,Group,Year,In,Out,Net,iso_alpha
Monaco,West Europe,2008,31,26,5,MCO
Monaco,West Europe,2009,55,60,-5,MCO
Monaco,West Europe,2010,60,63,-3,MCO
Monaco,West Europe,2011,85,83,2,MCO
Monaco,West Europe,2012,26,31,-5,MCO
Monaco,West Europe,2013,27,27,0,MCO
Monaco,West Europe,2014,30,30,0,MCO
Monaco,West Europe,2015,29,28,1,MCO
Monaco,West Europe,2016,15,21,-6,MCO
Monaco,West Europe,2017,34,36,-2,MCO
Monaco,West Europe,2018,40,36,4,MCO
Netherlands,West Europe,1996,4724,4579,145,NLD
Netherlands,West Europe,1997,4340,4789,-449,NLD
Netherlands,West Europe,1998,5663,5567,96,NLD
Netherlands,West Europe,1999,6809,6514,295,NLD
Netherlands,West Europe,2000,7215,7257,-42,NLD
Netherlands,West Europe,2001,6489,6491,-2,NLD
Netherlands,West Europe,2002,6594,6671,-77,NLD
Netherlands,West Europe,2003,6839,6780,59,NLD
Netherlands,West Europe,2004,9071,9069,2,NLD
Netherlands,West Europe,2005,8567,8426,141,NLD
Netherlands,West Europe,2006,6387,6439,-52,NLD
Netherlands,West Europe,2007,6152,6139,13,NLD
Netherlands,West Europe,2008,7357,7314,43,NLD
Netherlands,West Europe,2009,10268,10101,167,NLD
Netherlands,West Europe,2010,11824,11813,11,NLD
Netherlands,West Europe,2011,10281,10173,108,NLD
Netherlands,West Europe,2012,9298,9474,-176,NLD
Netherlands,West Europe,2013,8677,8677,0,NLD
Netherlands,West Europe,2014,8721,8777,-56,NLD
Netherlands,West Europe,2015,9743,9999,-256,NLD
Netherlands,West Europe,2016,10969,11146,-177,NLD
Netherlands,West Europe,2017,13172,13442,-270,NLD
Netherlands,West Europe,2018,14759,14808,-49,NLD
Portugal,West Europe,1996,181,161,20,PRT
Portugal,West Europe,1997,394,240,154,PRT
Portugal,West Europe,1998,350,267,83,PRT
Portugal,West Europe,1999,443,453,-10,PRT
Portugal,West Europe,2000,338,330,8,PRT
Portugal,West Europe,2001,358,353,5,PRT
Portugal,West Europe,2002,439,437,2,PRT
Portugal,West Europe,2003,468,543,-75,PRT
Portugal,West Europe,2004,581,590,-9,PRT
Portugal,West Europe,2005,598,608,-10,PRT
Portugal,West Europe,2006,629,490,139,PRT
Portugal,West Europe,2007,1071,1046,25,PRT
Portugal,West Europe,2008,1309,1318,-9,PRT
Portugal,West Europe,2009,1707,1691,16,PRT
Portugal,West Europe,2010,2091,2107,-16,PRT
Portugal,West Europe,2011,1701,1682,19,PRT
Portugal,West Europe,2012,1475,1621,-146,PRT
Portugal,West Europe,2013,1801,1801,0,PRT
Portugal,West Europe,2014,1476,1445,31,PRT
Portugal,West Europe,2015,1761,1777,-16,PRT
Portugal,West Europe,2016,1811,1784,27,PRT
Portugal,West Europe,2017,2406,2422,-16,PRT
Portugal,West Europe,2018,2754,2668,86,PRT
San Marino,West Europe,1996,0,0,0,SMR
San Marino,West Europe,1997,0,0,0,SMR
San Marino,West Europe,1998,0,0,0,SMR
San Marino,West Europe,1999,0,0,0,SMR
San Marino,West Europe,2000,0,0,0,SMR
San Marino,West Europe,2001,0,0,0,SMR
San Marino,West Europe,2002,0,0,0,SMR
San Marino,West Europe,2003,0,0,0,SMR
San Marino,West Europe,2004,0,0,0,SMR
San Marino,West Europe,2005,0,0,0,SMR
San Marino,West Europe,2006,0,0,0,SMR
San Marino,West Europe,2007,0,0,0,SMR
San Marino,West Europe,2008,0,0,0,SMR
San Marino,West Europe,2009,0,0,0,SMR
San Marino,West Europe,2010,0,0,0,SMR
San Marino,West Europe,2011,0,0,0,SMR
San Marino,West Europe,2012,0,0,0,SMR
San Marino,West Europe,2013,0,0,0,SMR
San Marino,West Europe,2014,0,0,0,SMR
San Marino,West Europe,2015,0,0,0,SMR
San Marino,West Europe,2016,0,0,0,SMR
San Marino,West Europe,2017,0,0,0,SMR
San Marino,West Europe,2018,0,0,0,SMR
Spain,West Europe,1996,2447,2476,-29,ESP
Spain,West Europe,1997,3255,3411,-156,ESP
Spain,West Europe,1998,4103,3436,667,ESP
Spain,West Europe,1999,4774,4745,29,ESP
Spain,West Europe,2000,5126,5092,34,ESP
Spain,West Europe,2001,4883,4943,-60,ESP
Spain,West Europe,2002,5341,5224,117,ESP
Spain,West Europe,2003,5646,5614,32,ESP
Spain,West Europe,2004,7868,7876,-8,ESP
Spain,West Europe,2005,8442,8413,29,ESP
Spain,West Europe,2006,6324,5822,502,ESP
Spain,West Europe,2007,9183,8719,464,ESP
Spain,West Europe,2008,9987,10173,-186,ESP
Spain,West Europe,2009,13343,13236,107,ESP
Spain,West Europe,2010,15417,15236,181,ESP
Spain,West Europe,2011,11301,11815,-514,ESP
Spain,West Europe,2012,11472,11887,-415,ESP
Spain,West Europe,2013,10156,10156,0,ESP
Spain,West Europe,2014,10853,10841,12,ESP
Spain,West Europe,2015,11936,11641,295,ESP
Spain,West Europe,2016,13645,13595,50,ESP
Spain,West Europe,2017,16423,16369,54,ESP
Spain,West Europe,2018,18847,18660,187,ESP
Switzerland,West Europe,1996,3557,3639,-82,CHE
Switzerland,West Europe,1997,4888,5254,-366,CHE
Switzerland,West Europe,1998,5281,5317,-36,CHE
Switzerland,West Europe,1999,6484,6591,-107,CHE
Switzerland,West Europe,2000,7095,6877,218,CHE
Switzerland,West Europe,2001,5380,5490,-110,CHE
Switzerland,West Europe,2002,6693,7332,-639,CHE
Switzerland,West Europe,2003,6957,7027,-70,CHE
Switzerland,West Europe,2004,9931,9986,-55,CHE
Switzerland,West Europe,2005,8239,8026,213,CHE
Switzerland,West Europe,2006,6641,7217,-576,CHE
Switzerland,West Europe,2007,6556,6587,-31,CHE
Switzerland,West Europe,2008,8468,8535,-67,CHE
Switzerland,West Europe,2009,11734,11625,109,CHE
Switzerland,West Europe,2010,13540,13577,-37,CHE
Switzerland,West Europe,2011,12935,12852,83,CHE
Switzerland,West Europe,2012,11402,11625,-223,CHE
Switzerland,West Europe,2013,10912,10912,0,CHE
Switzerland,West Europe,2014,10967,10948,19,CHE
Switzerland,West Europe,2015,12332,12546,-214,CHE
Switzerland,West Europe,2016,14394,14397,-3,CHE
Switzerland,West Europe,2017,17261,17294,-33,CHE
Switzerland,West Europe,2018,18971,18985,-14,CHE
Great-Britain,West Europe,1996,16886,16514,372,GBR
Great-Britain,West Europe,1997,19319,20181,-862,GBR
Great-Britain,West Europe,1998,21999,20520,1479,GBR
Great-Britain,West Europe,1999,22344,22734,-390,GBR
Great-Britain,West Europe,2000,24281,23923,358,GBR
Great-Britain,West Europe,2001,24802,25154,-352,GBR
Great-Britain,West Europe,2002,28578,27985,593,GBR
Great-Britain,West Europe,2003,28024,28597,-573,GBR
Great-Britain,West Europe,2004,34532,34667,-135,GBR
Great-Britain,West Europe,2005,35538,35144,394,GBR
Great-Britain,West Europe,2006,29892,32712,-2820,GBR
Great-Britain,West Europe,2007,29627,29432,195,GBR
Great-Britain,West Europe,2008,38085,37843,242,GBR
Great-Britain,West Europe,2009,50027,50010,17,GBR
Great-Britain,West Europe,2010,60239,60696,-457,GBR
Great-Britain,West Europe,2011,53223,53370,-147,GBR
Great-Britain,West Europe,2012,50214,50895,-681,GBR
Great-Britain,West Europe,2013,48504,48504,0,GBR
Great-Britain,West Europe,2014,49179,49508,-329,GBR
Great-Britain,West Europe,2015,56608,57167,-559,GBR
Great-Britain,West Europe,2016,61994,62068,-74,GBR
Great-Britain,West Europe,2017,68360,68459,-99,GBR
Great-Britain,West Europe,2018,75309,75255,54,GBR
Vatican,West Europe,1996,23,24,-1,0
Vatican,West Europe,1997,1282,113,1169,0
Vatican,West Europe,1998,27,1720,-1693,0
Vatican,West Europe,1999,65,68,-3,0
Vatican,West Europe,2000,75,88,-13,0
Vatican,West Europe,2001,79,66,13,0
Vatican,West Europe,2002,97,91,6,0
Vatican,West Europe,2003,88,91,-3,0
Vatican,West Europe,2004,79,79,0,0
Vatican,West Europe,2005,43,48,-5,0
Vatican,West Europe,2006,34,35,-1,0
Vatican,West Europe,2007,51,40,11,0
Vatican,West Europe,2008,65,58,7,0
Vatican,West Europe,2009,68,73,-5,0
Vatican,West Europe,2010,79,75,4,0
Vatican,West Europe,2011,109,106,3,0
Vatican,West Europe,2012,155,156,-1,0
Vatican,West Europe,2013,93,93,0,0
Vatican,West Europe,2014,108,107,1,0
Vatican,West Europe,2015,126,142,-16,0
Vatican,West Europe,2016,146,143,3,0
Vatican,West Europe,2017,107,113,-6,0
Vatican,West Europe,2018,90,89,1,0
Serbia,West Europe,1996,0,0,0,SRB
Serbia,West Europe,1997,1,0,1,SRB
Serbia,West Europe,1998,0,2,-2,SRB
Serbia,West Europe,1999,0,0,0,SRB
Serbia,West Europe,2000,0,0,0,SRB
Serbia,West Europe,2001,0,0,0,SRB
Serbia,West Europe,2002,4,5,-1,SRB
Serbia,West Europe,2003,15,37,-22,SRB
Serbia,West Europe,2004,25,49,-24,SRB
Serbia,West Europe,2005,39,46,-7,SRB
Serbia,West Europe,2006,112,136,-24,SRB
Serbia,West Europe,2007,218,287,-69,SRB
Serbia,West Europe,2008,312,329,-17,SRB
Serbia,West Europe,2009,678,680,-2,SRB
Serbia,West Europe,2010,1212,1216,-4,SRB
Serbia,West Europe,2011,1091,1094,-3,SRB
Serbia,West Europe,2012,1055,1070,-15,SRB
Serbia,West Europe,2013,1392,1392,0,SRB
Serbia,West Europe,2014,1550,1487,63,SRB
Serbia,West Europe,2015,1670,1672,-2,SRB
Serbia,West Europe,2016,1939,1891,48,SRB
Serbia,West Europe,2017,2410,2408,2,SRB
Serbia,West Europe,2018,2643,2642,1,SRB
Australia,Oceania,1996,19452,18733,719,AUS
Australia,Oceania,1997,23724,22976,748,AUS
Australia,Oceania,1998,24255,25954,-1699,AUS
Australia,Oceania,1999,27580,28129,-549,AUS
Australia,Oceania,2000,30628,30581,47,AUS
Australia,Oceania,2001,27888,29448,-1560,AUS
Australia,Oceania,2002,30122,29611,511,AUS
Australia,Oceania,2003,31854,31947,-93,AUS
Australia,Oceania,2004,45915,45385,530,AUS
Australia,Oceania,2005,38577,38184,393,AUS
Australia,Oceania,2006,31929,34955,-3026,AUS
Australia,Oceania,2007,29937,27779,2158,AUS
Australia,Oceania,2008,40884,40403,481,AUS
Australia,Oceania,2009,62140,60705,1435,AUS
Australia,Oceania,2010,58150,58638,-488,AUS
Australia,Oceania,2011,54522,53674,848,AUS
Australia,Oceania,2012,50261,52376,-2115,AUS
Australia,Oceania,2013,43560,43560,0,AUS
Australia,Oceania,2014,48467,48962,-495,AUS
Australia,Oceania,2015,57852,57523,329,AUS
Australia,Oceania,2016,72743,71329,1414,AUS
Australia,Oceania,2017,78664,79217,-553,AUS
Australia,Oceania,2018,84218,84407,-189,AUS
New Zealand,Oceania,1996,327,317,10,NZL
New Zealand,Oceania,1997,549,554,-5,NZL
New Zealand,Oceania,1998,574,531,43,NZL
New Zealand,Oceania,1999,984,937,47,NZL
New Zealand,Oceania,2000,1307,1305,2,NZL
New Zealand,Oceania,2001,1051,1027,24,NZL
New Zealand,Oceania,2002,1027,1026,1,NZL
New Zealand,Oceania,2003,964,956,8,NZL
New Zealand,Oceania,2004,1382,1399,-17,NZL
New Zealand,Oceania,2005,1220,1227,-7,NZL
New Zealand,Oceania,2006,892,880,12,NZL
New Zealand,Oceania,2007,978,950,28,NZL
New Zealand,Oceania,2008,1309,1283,26,NZL
New Zealand,Oceania,2009,1759,1736,23,NZL
New Zealand,Oceania,2010,2152,2177,-25,NZL
New Zealand,Oceania,2011,1726,1757,-31,NZL
New Zealand,Oceania,2012,1473,1527,-54,NZL
New Zealand,Oceania,2013,1220,1220,0,NZL
New Zealand,Oceania,2014,1215,1213,2,NZL
New Zealand,Oceania,2015,1364,1403,-39,NZL
New Zealand,Oceania,2016,1487,1442,45,NZL
New Zealand,Oceania,2017,1796,1798,-2,NZL
New Zealand,Oceania,2018,1964,1956,8,NZL
Fidgi,Oceania,1996,459,476,-17,0
Fidgi,Oceania,1997,197,307,-110,0
Fidgi,Oceania,1998,123,174,-51,0
Fidgi,Oceania,1999,156,184,-28,0
Fidgi,Oceania,2000,14,28,-14,0
Fidgi,Oceania,2001,28,56,-28,0
Fidgi,Oceania,2002,33,52,-19,0
Fidgi,Oceania,2003,21,22,-1,0
Fidgi,Oceania,2004,42,48,-6,0
Fidgi,Oceania,2005,27,26,1,0
Fidgi,Oceania,2006,30,26,4,0
Fidgi,Oceania,2007,97,39,58,0
Fidgi,Oceania,2008,98,98,0,0
Fidgi,Oceania,2009,158,159,-1,0
Fidgi,Oceania,2010,129,145,-16,0
Fidgi,Oceania,2011,133,123,10,0
Fidgi,Oceania,2012,140,140,0,0
Fidgi,Oceania,2013,375,375,0,0
Fidgi,Oceania,2014,1183,1180,3,0
Fidgi,Oceania,2015,411,425,-14,0
Fidgi,Oceania,2016,618,695,-77,0
Fidgi,Oceania,2017,1318,1315,3,0
Fidgi,Oceania,2018,1372,1503,-131,0
Kaledonia,Oceania,1996,0,0,0,0
Kaledonia,Oceania,1997,0,1,-1,0
Kaledonia,Oceania,1998,0,2,-2,0
Kaledonia,Oceania,1999,0,0,0,0
Kaledonia,Oceania,2000,0,1,-1,0
Kaledonia,Oceania,2001,0,0,0,0
Kaledonia,Oceania,2002,0,0,0,0
Kaledonia,Oceania,2003,0,0,0,0
Kaledonia,Oceania,2004,0,0,0,0
Kaledonia,Oceania,2005,0,0,0,0
Kaledonia,Oceania,2006,0,0,0,0
Kaledonia,Oceania,2007,0,0,0,0
Kaledonia,Oceania,2008,0,0,0,0
Kaledonia,Oceania,2009,0,0,0,0
Kaledonia,Oceania,2010,0,0,0,0
Kaledonia,Oceania,2011,0,0,0,0
Kaledonia,Oceania,2012,0,0,0,0
Kaledonia,Oceania,2013,0,0,0,0
Kaledonia,Oceania,2014,0,0,0,0
Kaledonia,Oceania,2015,0,0,0,0
Kaledonia,Oceania,2016,0,0,0,0
Kaledonia,Oceania,2017,0,0,0,0
Kaledonia,Oceania,2018,0,0,0,0
New Guinea,Oceania,1996,7,7,0,0
New Guinea,Oceania,1997,23,84,-61,0
New Guinea,Oceania,1998,0,0,0,0
New Guinea,Oceania,1999,13,19,-6,0
New Guinea,Oceania,2000,0,0,0,0
New Guinea,Oceania,2001,0,0,0,0
New Guinea,Oceania,2002,0,1,-1,0
New Guinea,Oceania,2003,0,0,0,0
New Guinea,Oceania,2004,2,2,0,0
New Guinea,Oceania,2005,1,1,0,0
New Guinea,Oceania,2006,0,0,0,0
New Guinea,Oceania,2007,0,2,-2,0
New Guinea,Oceania,2008,0,4,-4,0
New Guinea,Oceania,2009,1,1,0,0
New Guinea,Oceania,2010,1,0,1,0
New Guinea,Oceania,2011,1,1,0,0
New Guinea,Oceania,2012,0,0,0,0
New Guinea,Oceania,2013,0,0,0,0
New Guinea,Oceania,2014,0,0,0,0
New Guinea,Oceania,2015,0,0,0,0
New Guinea,Oceania,2016,1,0,1,0
New Guinea,Oceania,2017,1,1,0,0
New Guinea,Oceania,2018,1,0,1,0
Solomon Islands,Oceania,1996,0,0,0,SLB
Solomon Islands,Oceania,1997,0,0,0,SLB
Solomon Islands,Oceania,1998,0,0,0,SLB
Solomon Islands,Oceania,1999,0,0,0,SLB
Solomon Islands,Oceania,2000,0,0,0,SLB
Solomon Islands,Oceania,2001,0,0,0,SLB
Solomon Islands,Oceania,2002,0,0,0,SLB
Solomon Islands,Oceania,2003,0,0,0,SLB
Solomon Islands,Oceania,2004,0,0,0,SLB
Solomon Islands,Oceania,2005,0,0,0,SLB
Solomon Islands,Oceania,2006,0,0,0,SLB
Solomon Islands,Oceania,2007,0,0,0,SLB
Solomon Islands,Oceania,2008,0,0,0,SLB
Solomon Islands,Oceania,2009,0,0,0,SLB
Solomon Islands,Oceania,2010,0,0,0,SLB
Solomon Islands,Oceania,2011,0,0,0,SLB
Solomon Islands,Oceania,2012,0,0,0,SLB
Solomon Islands,Oceania,2013,0,0,0,SLB
Solomon Islands,Oceania,2014,0,0,0,SLB
Solomon Islands,Oceania,2015,0,0,0,SLB
Solomon Islands,Oceania,2016,0,0,0,SLB
Solomon Islands,Oceania,2017,0,0,0,SLB
Solomon Islands,Oceania,2018,0,0,0,SLB
Vawato,Oceania,1996,0,0,0,0
Vawato,Oceania,1997,0,0,0,0
Vawato,Oceania,1998,0,0,0,0
Vawato,Oceania,1999,0,0,0,0
Vawato,Oceania,2000,1,1,0,0
Vawato,Oceania,2001,0,0,0,0
Vawato,Oceania,2002,2,1,1,0
Vawato,Oceania,2003,1,1,0,0
Vawato,Oceania,2004,0,0,0,0
Vawato,Oceania,2005,0,0,0,0
Vawato,Oceania,2006,0,0,0,0
Vawato,Oceania,2007,0,0,0,0
Vawato,Oceania,2008,3,1,2,0
Vawato,Oceania,2009,1,2,-1,0
Vawato,Oceania,2010,0,0,0,0
Vawato,Oceania,2011,0,0,0,0
Vawato,Oceania,2012,2,2,0,0
Vawato,Oceania,2013,0,0,0,0
Vawato,Oceania,2014,0,0,0,0
Vawato,Oceania,2015,1,1,0,0
Vawato,Oceania,2016,18,17,1,0
Vawato,Oceania,2017,11,12,-1,0
Vawato,Oceania,2018,23,25,-2,0
WMMicronesia,Oceania,1996,0,0,0,0
WMMicronesia,Oceania,1997,0,0,0,0
WMMicronesia,Oceania,1998,0,0,0,0
WMMicronesia,Oceania,1999,0,0,0,0
WMMicronesia,Oceania,2000,0,0,0,0
WMMicronesia,Oceania,2001,0,0,0,0
WMMicronesia,Oceania,2002,0,0,0,0
WMMicronesia,Oceania,2003,0,0,0,0
WMMicronesia,Oceania,2004,0,0,0,0
WMMicronesia,Oceania,2005,0,0,0,0
WMMicronesia,Oceania,2006,0,0,0,0
WMMicronesia,Oceania,2007,0,0,0,0
WMMicronesia,Oceania,2008,0,0,0,0
WMMicronesia,Oceania,2009,0,0,0,0
WMMicronesia,Oceania,2010,0,0,0,0
WMMicronesia,Oceania,2011,0,0,0,0
WMMicronesia,Oceania,2012,0,0,0,0
WMMicronesia,Oceania,2013,0,0,0,0
WMMicronesia,Oceania,2014,0,0,0,0
WMMicronesia,Oceania,2015,0,0,0,0
WMMicronesia,Oceania,2016,0,0,0,0
WMMicronesia,Oceania,2017,0,0,0,0
WMMicronesia,Oceania,2018,0,0,0,0
Marshall Islands,Oceania,1996,0,0,0,0
Marshall Islands,Oceania,1997,0,0,0,0
Marshall Islands,Oceania,1998,0,0,0,0
Marshall Islands,Oceania,1999,0,0,0,0
Marshall Islands,Oceania,2000,0,0,0,0
Marshall Islands,Oceania,2001,0,0,0,0
Marshall Islands,Oceania,2002,0,0,0,0
Marshall Islands,Oceania,2003,0,0,0,0
Marshall Islands,Oceania,2004,0,0,0,0
Marshall Islands,Oceania,2005,0,0,0,0
Marshall Islands,Oceania,2006,0,0,0,0
Marshall Islands,Oceania,2007,0,0,0,0
Marshall Islands,Oceania,2008,0,0,0,0
Marshall Islands,Oceania,2009,0,0,0,0
Marshall Islands,Oceania,2010,0,0,0,0
Marshall Islands,Oceania,2011,0,0,0,0
Marshall Islands,Oceania,2012,0,0,0,0
Marshall Islands,Oceania,2013,0,0,0,0
Marshall Islands,Oceania,2014,0,0,0,0
Marshall Islands,Oceania,2015,0,0,0,0
Marshall Islands,Oceania,2016,0,0,0,0
Marshall Islands,Oceania,2017,0,0,0,0
Marshall Islands,Oceania,2018,0,0,0,0
Nauru,Oceania,1996,0,0,0,NRU
Nauru,Oceania,1997,0,0,0,NRU
Nauru,Oceania,1998,0,0,0,NRU
Nauru,Oceania,1999,0,0,0,NRU
Nauru,Oceania,2000,0,0,0,NRU
Nauru,Oceania,2001,0,0,0,NRU
Nauru,Oceania,2002,0,0,0,NRU
Nauru,Oceania,2003,0,0,0,NRU
Nauru,Oceania,2004,0,0,0,NRU
Nauru,Oceania,2005,0,0,0,NRU
Nauru,Oceania,2006,0,0,0,NRU
Nauru,Oceania,2007,0,0,0,NRU
Nauru,Oceania,2008,0,0,0,NRU
Nauru,Oceania,2009,0,0,0,NRU
Nauru,Oceania,2010,0,0,0,NRU
Nauru,Oceania,2011,0,0,0,NRU
Nauru,Oceania,2012,0,0,0,NRU
Nauru,Oceania,2013,0,0,0,NRU
Nauru,Oceania,2014,0,0,0,NRU
Nauru,Oceania,2015,0,0,0,NRU
Nauru,Oceania,2016,0,0,0,NRU
Nauru,Oceania,2017,0,0,0,NRU
Nauru,Oceania,2018,0,0,0,NRU
Kiribati,Oceania,1996,0,0,0,KIR
Kiribati,Oceania,1997,0,0,0,KIR
Kiribati,Oceania,1998,0,0,0,KIR
Kiribati,Oceania,1999,0,0,0,KIR
Kiribati,Oceania,2000,1,0,1,KIR
Kiribati,Oceania,2001,0,0,0,KIR
Kiribati,Oceania,2002,1,6,-5,KIR
Kiribati,Oceania,2003,7,7,0,KIR
Kiribati,Oceania,2004,0,0,0,KIR
Kiribati,Oceania,2005,0,1,-1,KIR
Kiribati,Oceania,2006,0,0,0,KIR
Kiribati,Oceania,2007,0,0,0,KIR
Kiribati,Oceania,2008,0,0,0,KIR
Kiribati,Oceania,2009,0,0,0,KIR
Kiribati,Oceania,2010,0,0,0,KIR
Kiribati,Oceania,2011,1,0,1,KIR
Kiribati,Oceania,2012,4,4,0,KIR
Kiribati,Oceania,2013,0,0,0,KIR
Kiribati,Oceania,2014,1,1,0,KIR
Kiribati,Oceania,2015,6,5,1,KIR
Kiribati,Oceania,2016,12,12,0,KIR
Kiribati,Oceania,2017,9,6,3,KIR
Kiribati,Oceania,2018,4,3,1,KIR
Tonga,Oceania,1996,0,0,0,TON
Tonga,Oceania,1997,0,0,0,TON
Tonga,Oceania,1998,0,0,0,TON
Tonga,Oceania,1999,0,0,0,TON
Tonga,Oceania,2000,0,0,0,TON
Tonga,Oceania,2001,1,1,0,TON
Tonga,Oceania,2002,0,1,-1,TON
Tonga,Oceania,2003,0,1,-1,TON
Tonga,Oceania,2004,1,2,-1,TON
Tonga,Oceania,2005,1,1,0,TON
Tonga,Oceania,2006,0,0,0,TON
Tonga,Oceania,2007,0,0,0,TON
Tonga,Oceania,2008,0,0,0,TON
Tonga,Oceania,2009,0,0,0,TON
Tonga,Oceania,2010,1,1,0,TON
Tonga,Oceania,2011,1,1,0,TON
Tonga,Oceania,2012,0,0,0,TON
Tonga,Oceania,2013,0,0,0,TON
Tonga,Oceania,2014,0,0,0,TON
Tonga,Oceania,2015,0,0,0,TON
Tonga,Oceania,2016,0,0,0,TON
Tonga,Oceania,2017,0,0,0,TON
Tonga,Oceania,2018,0,0,0,TON
Toffalo,Oceania,1996,0,0,0,0
Toffalo,Oceania,1997,0,0,0,0
Toffalo,Oceania,1998,0,0,0,0
Toffalo,Oceania,1999,0,0,0,0
Toffalo,Oceania,2000,0,0,0,0
Toffalo,Oceania,2001,0,0,0,0
Toffalo,Oceania,2002,0,0,0,0
Toffalo,Oceania,2003,0,0,0,0
Toffalo,Oceania,2004,0,0,0,0
Toffalo,Oceania,2005,0,0,0,0
Toffalo,Oceania,2006,0,0,0,0
Toffalo,Oceania,2007,0,0,0,0
Toffalo,Oceania,2008,0,0,0,0
Toffalo,Oceania,2009,0,0,0,0
Toffalo,Oceania,2010,0,0,0,0
Toffalo,Oceania,2011,0,0,0,0
Toffalo,Oceania,2012,0,0,0,0
Toffalo,Oceania,2013,0,0,0,0
Toffalo,Oceania,2014,0,0,0,0
Toffalo,Oceania,2015,0,0,0,0
Toffalo,Oceania,2016,0,0,0,0
Toffalo,Oceania,2017,0,0,0,0
Toffalo,Oceania,2018,0,0,0,0
North Samoa Islands,Oceania,1996,0,0,0,0
North Samoa Islands,Oceania,1997,5,5,0,0
North Samoa Islands,Oceania,1998,0,0,0,0
North Samoa Islands,Oceania,1999,0,0,0,0
North Samoa Islands,Oceania,2000,0,0,0,0
North Samoa Islands,Oceania,2001,0,1,-1,0
North Samoa Islands,Oceania,2002,0,0,0,0
North Samoa Islands,Oceania,2003,0,0,0,0
North Samoa Islands,Oceania,2004,1,1,0,0
North Samoa Islands,Oceania,2005,0,0,0,0
North Samoa Islands,Oceania,2006,0,0,0,0
North Samoa Islands,Oceania,2007,0,0,0,0
North Samoa Islands,Oceania,2008,0,0,0,0
North Samoa Islands,Oceania,2009,0,0,0,0
North Samoa Islands,Oceania,2010,0,0,0,0
North Samoa Islands,Oceania,2011,2,2,0,0
North Samoa Islands,Oceania,2012,12,13,-1,0
North Samoa Islands,Oceania,2013,13,13,0,0
North Samoa Islands,Oceania,2014,17,18,-1,0
North Samoa Islands,Oceania,2015,36,36,0,0
North Samoa Islands,Oceania,2016,37,37,0,0
North Samoa Islands,Oceania,2017,32,30,2,0
North Samoa Islands,Oceania,2018,25,26,-1,0
Red Cross,International Organizations,1996,2,0,2,0
Red Cross,International Organizations,1997,7,7,0,0
Red Cross,International Organizations,1998,0,0,0,0
Red Cross,International Organizations,1999,0,0,0,0
Red Cross,International Organizations,2000,0,0,0,0
Red Cross,International Organizations,2001,1,0,1,0
Red Cross,International Organizations,2002,0,0,0,0
Red Cross,International Organizations,2003,0,0,0,0
Red Cross,International Organizations,2004,0,0,0,0
Red Cross,International Organizations,2005,0,0,0,0
Red Cross,International Organizations,2006,0,0,0,0
Red Cross,International Organizations,2007,0,0,0,0
Red Cross,International Organizations,2008,0,0,0,0
